------------------------------------------------------------
Server listening on TCP port 31609
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.12 port 31609 connected with 10.0.0.11 port 49780 (icwnd/mss/irtt=14/1448/324033)
[ ID] Interval       Transfer     Bandwidth
[  1] 147.0000-148.0000 sec  56.6 KBytes   463 Kbits/sec
[  1] 148.0000-149.0000 sec  31.1 KBytes   255 Kbits/sec
[  1] 149.0000-150.0000 sec   202 KBytes  1.66 Mbits/sec
[  1] 150.0000-151.0000 sec   189 KBytes  1.55 Mbits/sec
[  1] 151.0000-152.0000 sec   274 KBytes  2.25 Mbits/sec
[  1] 152.0000-153.0000 sec   218 KBytes  1.78 Mbits/sec
[  1] 153.0000-154.0000 sec   348 KBytes  2.85 Mbits/sec
[  1] 154.0000-155.0000 sec   150 KBytes  1.23 Mbits/sec
[  1] 155.0000-156.0000 sec   342 KBytes  2.80 Mbits/sec
[  1] 156.0000-157.0000 sec   322 KBytes  2.64 Mbits/sec
[  1] 157.0000-158.0000 sec   355 KBytes  2.91 Mbits/sec
[  1] 158.0000-159.0000 sec   379 KBytes  3.10 Mbits/sec
[  1] 159.0000-160.0000 sec   411 KBytes  3.37 Mbits/sec
[  1] 160.0000-161.0000 sec   564 KBytes  4.62 Mbits/sec
[  1] 161.0000-162.0000 sec   321 KBytes  2.63 Mbits/sec
[  1] 162.0000-163.0000 sec   280 KBytes  2.29 Mbits/sec
[  1] 163.0000-164.0000 sec   329 KBytes  2.70 Mbits/sec
[  1] 164.0000-165.0000 sec   338 KBytes  2.77 Mbits/sec
[  1] 165.0000-166.0000 sec   189 KBytes  1.55 Mbits/sec
[  1] 166.0000-167.0000 sec  48.1 KBytes   394 Kbits/sec
[  1] 167.0000-168.0000 sec   133 KBytes  1.09 Mbits/sec
[  1] 168.0000-169.0000 sec   195 KBytes  1.60 Mbits/sec
[  1] 169.0000-170.0000 sec  84.8 KBytes   695 Kbits/sec
[  1] 170.0000-171.0000 sec  99.0 KBytes   811 Kbits/sec
[  1] 171.0000-172.0000 sec   307 KBytes  2.51 Mbits/sec
[  1] 172.0000-173.0000 sec   348 KBytes  2.85 Mbits/sec
[  1] 173.0000-174.0000 sec   194 KBytes  1.59 Mbits/sec
[  1] 174.0000-175.0000 sec   304 KBytes  2.49 Mbits/sec
[  1] 175.0000-176.0000 sec   451 KBytes  3.70 Mbits/sec
[  1] 176.0000-177.0000 sec   402 KBytes  3.29 Mbits/sec
[  1] 177.0000-178.0000 sec   109 KBytes   892 Kbits/sec
[  1] 178.0000-179.0000 sec   279 KBytes  2.28 Mbits/sec
[  1] 179.0000-180.0000 sec  72.1 KBytes   591 Kbits/sec
[  1] 180.0000-181.0000 sec   205 KBytes  1.68 Mbits/sec
[  1] 181.0000-182.0000 sec   164 KBytes  1.34 Mbits/sec
[  1] 182.0000-183.0000 sec   249 KBytes  2.04 Mbits/sec
[  1] 183.0000-184.0000 sec   288 KBytes  2.36 Mbits/sec
[  1] 184.0000-185.0000 sec   457 KBytes  3.74 Mbits/sec
[  1] 185.0000-186.0000 sec  24.0 KBytes   197 Kbits/sec
[  1] 186.0000-187.0000 sec   322 KBytes  2.64 Mbits/sec
[  1] 187.0000-188.0000 sec   243 KBytes  1.99 Mbits/sec
[  1] 188.0000-189.0000 sec   147 KBytes  1.20 Mbits/sec
[  1] 189.0000-190.0000 sec   232 KBytes  1.90 Mbits/sec
[  1] 190.0000-191.0000 sec   440 KBytes  3.60 Mbits/sec
[  1] 191.0000-192.0000 sec   120 KBytes   985 Kbits/sec
[  1] 192.0000-193.0000 sec   115 KBytes   938 Kbits/sec
[  1] 193.0000-194.0000 sec   233 KBytes  1.91 Mbits/sec
[  1] 194.0000-195.0000 sec   146 KBytes  1.19 Mbits/sec
[  1] 195.0000-196.0000 sec   115 KBytes   938 Kbits/sec
[  1] 196.0000-197.0000 sec   410 KBytes  3.36 Mbits/sec
[  1] 197.0000-198.0000 sec   284 KBytes  2.33 Mbits/sec
[  1] 198.0000-199.0000 sec   321 KBytes  2.63 Mbits/sec
[  1] 199.0000-200.0000 sec   462 KBytes  3.79 Mbits/sec
[  1] 200.0000-201.0000 sec   443 KBytes  3.63 Mbits/sec
[  1] 201.0000-202.0000 sec   182 KBytes  1.49 Mbits/sec
[  1] 202.0000-203.0000 sec   318 KBytes  2.61 Mbits/sec
[  1] 203.0000-204.0000 sec   255 KBytes  2.09 Mbits/sec
[  1] 204.0000-205.0000 sec   315 KBytes  2.58 Mbits/sec
[  1] 205.0000-206.0000 sec   393 KBytes  3.22 Mbits/sec
[  1] 206.0000-207.0000 sec   559 KBytes  4.58 Mbits/sec
[  1] 207.0000-208.0000 sec   122 KBytes   996 Kbits/sec
[  1] 208.0000-209.0000 sec   365 KBytes  2.99 Mbits/sec
[  1] 209.0000-210.0000 sec   645 KBytes  5.28 Mbits/sec
[  1] 210.0000-211.0000 sec   363 KBytes  2.98 Mbits/sec
[  1] 211.0000-212.0000 sec   489 KBytes  4.01 Mbits/sec
[  1] 212.0000-213.0000 sec   339 KBytes  2.78 Mbits/sec
[  1] 213.0000-214.0000 sec   123 KBytes  1.01 Mbits/sec
[  1] 214.0000-215.0000 sec   161 KBytes  1.32 Mbits/sec
[  1] 215.0000-216.0000 sec   140 KBytes  1.15 Mbits/sec
[  1] 216.0000-217.0000 sec   177 KBytes  1.45 Mbits/sec
[  1] 217.0000-218.0000 sec   174 KBytes  1.42 Mbits/sec
[  1] 218.0000-219.0000 sec   288 KBytes  2.36 Mbits/sec
[  1] 219.0000-220.0000 sec   206 KBytes  1.69 Mbits/sec
[  1] 220.0000-221.0000 sec   369 KBytes  3.02 Mbits/sec
[  1] 221.0000-222.0000 sec   221 KBytes  1.81 Mbits/sec
[  1] 222.0000-223.0000 sec  58.0 KBytes   475 Kbits/sec
[  1] 223.0000-224.0000 sec   113 KBytes   927 Kbits/sec
[  1] 224.0000-225.0000 sec   341 KBytes  2.79 Mbits/sec
[  1] 225.0000-226.0000 sec   209 KBytes  1.71 Mbits/sec
[  1] 226.0000-227.0000 sec   382 KBytes  3.13 Mbits/sec
[  1] 227.0000-228.0000 sec   195 KBytes  1.60 Mbits/sec
[  1] 228.0000-229.0000 sec   423 KBytes  3.46 Mbits/sec
[  1] 229.0000-230.0000 sec   158 KBytes  1.30 Mbits/sec
[  1] 230.0000-231.0000 sec   351 KBytes  2.87 Mbits/sec
[  1] 231.0000-232.0000 sec   129 KBytes  1.05 Mbits/sec
[  1] 232.0000-233.0000 sec   117 KBytes   961 Kbits/sec
[  1] 233.0000-234.0000 sec   255 KBytes  2.09 Mbits/sec
[  1] 234.0000-235.0000 sec   290 KBytes  2.37 Mbits/sec
[  1] 235.0000-236.0000 sec   372 KBytes  3.05 Mbits/sec
[  1] 236.0000-237.0000 sec   376 KBytes  3.08 Mbits/sec
[  1] 237.0000-238.0000 sec   202 KBytes  1.66 Mbits/sec
[  1] 238.0000-239.0000 sec  52.3 KBytes   429 Kbits/sec
[  1] 239.0000-240.0000 sec   150 KBytes  1.23 Mbits/sec
[  1] 240.0000-241.0000 sec   362 KBytes  2.97 Mbits/sec
[  1] 241.0000-242.0000 sec   334 KBytes  2.73 Mbits/sec
[  1] 242.0000-243.0000 sec   219 KBytes  1.80 Mbits/sec
[  1] 243.0000-244.0000 sec   313 KBytes  2.56 Mbits/sec
[  1] 244.0000-245.0000 sec   404 KBytes  3.31 Mbits/sec
[  1] 245.0000-246.0000 sec   489 KBytes  4.01 Mbits/sec
[  1] 246.0000-247.0000 sec   386 KBytes  3.16 Mbits/sec
[  1] 247.0000-248.0000 sec  62.2 KBytes   510 Kbits/sec
[  1] 248.0000-249.0000 sec  97.6 KBytes   799 Kbits/sec
[  1] 249.0000-250.0000 sec   420 KBytes  3.44 Mbits/sec
[  1] 250.0000-251.0000 sec   266 KBytes  2.18 Mbits/sec
[  1] 251.0000-252.0000 sec   327 KBytes  2.68 Mbits/sec
[  1] 252.0000-253.0000 sec   174 KBytes  1.42 Mbits/sec
[  1] 253.0000-254.0000 sec   310 KBytes  2.54 Mbits/sec
[  1] 254.0000-255.0000 sec   191 KBytes  1.56 Mbits/sec
[  1] 255.0000-256.0000 sec   146 KBytes  1.19 Mbits/sec
[  1] 256.0000-257.0000 sec   219 KBytes  1.80 Mbits/sec
[  1] 257.0000-258.0000 sec   335 KBytes  2.75 Mbits/sec
[  1] 258.0000-259.0000 sec   240 KBytes  1.97 Mbits/sec
[  1] 259.0000-260.0000 sec   117 KBytes   961 Kbits/sec
[  1] 260.0000-261.0000 sec   153 KBytes  1.25 Mbits/sec
[  1] 261.0000-262.0000 sec   206 KBytes  1.69 Mbits/sec
[  1] 262.0000-263.0000 sec   310 KBytes  2.54 Mbits/sec
[  1] 263.0000-264.0000 sec   460 KBytes  3.76 Mbits/sec
[  1] 264.0000-265.0000 sec   260 KBytes  2.13 Mbits/sec
[  1] 265.0000-266.0000 sec   307 KBytes  2.51 Mbits/sec
[  1] 266.0000-267.0000 sec   385 KBytes  3.15 Mbits/sec
[  1] 267.0000-268.0000 sec   434 KBytes  3.56 Mbits/sec
[  1] 268.0000-269.0000 sec   253 KBytes  2.07 Mbits/sec
[  1] 269.0000-270.0000 sec   409 KBytes  3.35 Mbits/sec
[  1] 270.0000-271.0000 sec   400 KBytes  3.28 Mbits/sec
[  1] 271.0000-272.0000 sec   290 KBytes  2.37 Mbits/sec
[  1] 272.0000-273.0000 sec  87.7 KBytes   718 Kbits/sec
[  1] 273.0000-274.0000 sec   181 KBytes  1.48 Mbits/sec
[  1] 274.0000-275.0000 sec   127 KBytes  1.04 Mbits/sec
[  1] 275.0000-276.0000 sec   182 KBytes  1.49 Mbits/sec
[  1] 276.0000-277.0000 sec   274 KBytes  2.25 Mbits/sec
[  1] 277.0000-278.0000 sec  79.2 KBytes   649 Kbits/sec
[  1] 278.0000-279.0000 sec   216 KBytes  1.77 Mbits/sec
[  1] 279.0000-280.0000 sec   165 KBytes  1.36 Mbits/sec
[  1] 280.0000-281.0000 sec   165 KBytes  1.36 Mbits/sec
[  1] 281.0000-282.0000 sec   129 KBytes  1.05 Mbits/sec
[  1] 282.0000-283.0000 sec   123 KBytes  1.01 Mbits/sec
[  1] 283.0000-284.0000 sec   139 KBytes  1.14 Mbits/sec
[  1] 284.0000-285.0000 sec   132 KBytes  1.08 Mbits/sec
[  1] 285.0000-286.0000 sec   122 KBytes   996 Kbits/sec
[  1] 286.0000-287.0000 sec   132 KBytes  1.08 Mbits/sec
[  1] 287.0000-288.0000 sec   279 KBytes  2.28 Mbits/sec
[  1] 288.0000-289.0000 sec   208 KBytes  1.70 Mbits/sec
[  1] 289.0000-290.0000 sec   133 KBytes  1.09 Mbits/sec
[  1] 290.0000-291.0000 sec   580 KBytes  4.75 Mbits/sec
[  1] 291.0000-292.0000 sec   358 KBytes  2.93 Mbits/sec
[  1] 292.0000-293.0000 sec   130 KBytes  1.07 Mbits/sec
[  1] 293.0000-294.0000 sec  22.6 KBytes   185 Kbits/sec
[  1] 294.0000-295.0000 sec  58.0 KBytes   475 Kbits/sec
[  1] 295.0000-296.0000 sec  29.7 KBytes   243 Kbits/sec
[  1] 296.0000-297.0000 sec   230 KBytes  1.89 Mbits/sec
[  1] 297.0000-298.0000 sec  48.1 KBytes   394 Kbits/sec
[  1] 298.0000-299.0000 sec  42.4 KBytes   348 Kbits/sec
[  1] 299.0000-300.0000 sec   239 KBytes  1.96 Mbits/sec
[  1] 300.0000-301.0000 sec   238 KBytes  1.95 Mbits/sec
[  1] 301.0000-302.0000 sec   304 KBytes  2.49 Mbits/sec
[  1] 302.0000-303.0000 sec   287 KBytes  2.35 Mbits/sec
[  1] 303.0000-304.0000 sec   263 KBytes  2.15 Mbits/sec
[  1] 304.0000-305.0000 sec   144 KBytes  1.18 Mbits/sec
[  1] 305.0000-306.0000 sec   161 KBytes  1.32 Mbits/sec
[  1] 306.0000-307.0000 sec   127 KBytes  1.04 Mbits/sec
[  1] 307.0000-308.0000 sec   208 KBytes  1.70 Mbits/sec
[  1] 308.0000-309.0000 sec   219 KBytes  1.80 Mbits/sec
[  1] 309.0000-310.0000 sec   198 KBytes  1.62 Mbits/sec
[  1] 310.0000-311.0000 sec   263 KBytes  2.15 Mbits/sec
[  1] 311.0000-312.0000 sec   229 KBytes  1.88 Mbits/sec
[  1] 312.0000-313.0000 sec  17.0 KBytes   139 Kbits/sec
[  1] 313.0000-314.0000 sec   329 KBytes  2.70 Mbits/sec
[  1] 314.0000-315.0000 sec   426 KBytes  3.49 Mbits/sec
[  1] 315.0000-316.0000 sec   276 KBytes  2.26 Mbits/sec
[  1] 316.0000-317.0000 sec   329 KBytes  2.70 Mbits/sec
[  1] 317.0000-318.0000 sec   115 KBytes   938 Kbits/sec
[  1] 318.0000-319.0000 sec   173 KBytes  1.41 Mbits/sec
[  1] 319.0000-320.0000 sec   250 KBytes  2.05 Mbits/sec
[  1] 320.0000-321.0000 sec   386 KBytes  3.16 Mbits/sec
[  1] 321.0000-322.0000 sec   359 KBytes  2.94 Mbits/sec
[  1] 322.0000-323.0000 sec   117 KBytes   961 Kbits/sec
[  1] 323.0000-324.0000 sec   382 KBytes  3.13 Mbits/sec
[  1] 324.0000-325.0000 sec   260 KBytes  2.13 Mbits/sec
[  1] 325.0000-326.0000 sec   276 KBytes  2.26 Mbits/sec
[  1] 326.0000-327.0000 sec   165 KBytes  1.36 Mbits/sec
[  1] 327.0000-328.0000 sec   136 KBytes  1.11 Mbits/sec
[  1] 328.0000-329.0000 sec   228 KBytes  1.87 Mbits/sec
[  1] 329.0000-330.0000 sec   250 KBytes  2.05 Mbits/sec
[  1] 330.0000-331.0000 sec   206 KBytes  1.69 Mbits/sec
[  1] 331.0000-332.0000 sec   329 KBytes  2.70 Mbits/sec
[  1] 332.0000-333.0000 sec   252 KBytes  2.06 Mbits/sec
[  1] 333.0000-334.0000 sec  82.0 KBytes   672 Kbits/sec
[  1] 334.0000-335.0000 sec   182 KBytes  1.49 Mbits/sec
[  1] 335.0000-336.0000 sec  45.2 KBytes   371 Kbits/sec
[  1] 336.0000-337.0000 sec   240 KBytes  1.97 Mbits/sec
[  1] 337.0000-338.0000 sec   170 KBytes  1.39 Mbits/sec
[  1] 338.0000-339.0000 sec   139 KBytes  1.14 Mbits/sec
[  1] 339.0000-340.0000 sec   279 KBytes  2.28 Mbits/sec
[  1] 340.0000-341.0000 sec   102 KBytes   834 Kbits/sec
[  1] 341.0000-342.0000 sec  50.9 KBytes   417 Kbits/sec
[  1] 342.0000-343.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 343.0000-344.0000 sec  72.1 KBytes   591 Kbits/sec
[  1] 344.0000-345.0000 sec   274 KBytes  2.25 Mbits/sec
[  1] 345.0000-346.0000 sec   411 KBytes  3.37 Mbits/sec
[  1] 346.0000-347.0000 sec   147 KBytes  1.20 Mbits/sec
[  1] 347.0000-348.0000 sec   173 KBytes  1.41 Mbits/sec
[  1] 348.0000-349.0000 sec   304 KBytes  2.49 Mbits/sec
[  1] 349.0000-350.0000 sec   192 KBytes  1.58 Mbits/sec
[  1] 350.0000-351.0000 sec  72.1 KBytes   591 Kbits/sec
[  1] 351.0000-352.0000 sec  17.0 KBytes   139 Kbits/sec
[  1] 352.0000-353.0000 sec  63.6 KBytes   521 Kbits/sec
[  1] 353.0000-354.0000 sec  26.9 KBytes   220 Kbits/sec
[  1] 354.0000-355.0000 sec   109 KBytes   892 Kbits/sec
[  1] 355.0000-356.0000 sec   194 KBytes  1.59 Mbits/sec
[  1] 356.0000-357.0000 sec   376 KBytes  3.08 Mbits/sec
[  1] 357.0000-358.0000 sec   260 KBytes  2.13 Mbits/sec
[  1] 358.0000-359.0000 sec   387 KBytes  3.17 Mbits/sec
[  1] 359.0000-360.0000 sec   331 KBytes  2.71 Mbits/sec
[  1] 360.0000-361.0000 sec   120 KBytes   985 Kbits/sec
[  1] 361.0000-362.0000 sec   180 KBytes  1.47 Mbits/sec
[  1] 362.0000-363.0000 sec   198 KBytes  1.62 Mbits/sec
[  1] 363.0000-364.0000 sec  74.9 KBytes   614 Kbits/sec
[  1] 364.0000-365.0000 sec  39.6 KBytes   324 Kbits/sec
[  1] 365.0000-366.0000 sec  7.07 KBytes  57.9 Kbits/sec
[  1] 366.0000-367.0000 sec   198 KBytes  1.62 Mbits/sec
[  1] 367.0000-368.0000 sec  93.3 KBytes   765 Kbits/sec
[  1] 368.0000-369.0000 sec   239 KBytes  1.96 Mbits/sec
[  1] 369.0000-370.0000 sec   300 KBytes  2.46 Mbits/sec
[  1] 370.0000-371.0000 sec   137 KBytes  1.12 Mbits/sec
[  1] 371.0000-372.0000 sec   129 KBytes  1.05 Mbits/sec
