------------------------------------------------------------
Server listening on TCP port 2094
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.10 port 2094 connected with 10.0.0.2 port 58380
[ ID] Interval       Transfer     Bandwidth
[  1] 31.0000-32.0000 sec   778 KBytes  6.37 Mbits/sec
[  1] 32.0000-33.0000 sec   689 KBytes  5.64 Mbits/sec
[  1] 33.0000-34.0000 sec   451 KBytes  3.70 Mbits/sec
[  1] 34.0000-35.0000 sec  1007 KBytes  8.25 Mbits/sec
[  1] 35.0000-36.0000 sec  1.52 MBytes  12.8 Mbits/sec
[  1] 36.0000-37.0000 sec   779 KBytes  6.38 Mbits/sec
[  1] 37.0000-38.0000 sec  1.53 MBytes  12.8 Mbits/sec
[  1] 38.0000-39.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  1] 39.0000-40.0000 sec   708 KBytes  5.80 Mbits/sec
[  1] 40.0000-41.0000 sec  1.65 MBytes  13.8 Mbits/sec
[  1] 41.0000-42.0000 sec  1.35 MBytes  11.3 Mbits/sec
[  1] 42.0000-43.0000 sec  1.52 MBytes  12.7 Mbits/sec
[  1] 43.0000-44.0000 sec  1.13 MBytes  9.46 Mbits/sec
[  1] 44.0000-45.0000 sec  1.28 MBytes  10.7 Mbits/sec
[  1] 45.0000-46.0000 sec   406 KBytes  3.32 Mbits/sec
[  1] 46.0000-47.0000 sec  1.23 MBytes  10.3 Mbits/sec
[  1] 47.0000-48.0000 sec  1.05 MBytes  8.84 Mbits/sec
[  1] 48.0000-49.0000 sec  1.10 MBytes  9.22 Mbits/sec
[  1] 49.0000-50.0000 sec   837 KBytes  6.86 Mbits/sec
[  1] 50.0000-51.0000 sec  1.27 MBytes  10.6 Mbits/sec
[  1] 51.0000-52.0000 sec  1.45 MBytes  12.2 Mbits/sec
[  1] 52.0000-53.0000 sec  1.62 MBytes  13.6 Mbits/sec
[  1] 53.0000-54.0000 sec   986 KBytes  8.07 Mbits/sec
[  1] 54.0000-55.0000 sec  1.04 MBytes  8.73 Mbits/sec
[  1] 55.0000-56.0000 sec  1.47 MBytes  12.3 Mbits/sec
[  1] 56.0000-57.0000 sec  1.14 MBytes  9.55 Mbits/sec
[  1] 57.0000-58.0000 sec   790 KBytes  6.48 Mbits/sec
[  1] 58.0000-59.0000 sec   786 KBytes  6.44 Mbits/sec
[  1] 59.0000-60.0000 sec  1.50 MBytes  12.6 Mbits/sec
[  1] 60.0000-61.0000 sec  1.04 MBytes  8.72 Mbits/sec
[  1] 61.0000-62.0000 sec  1.53 MBytes  12.9 Mbits/sec
[  1] 62.0000-63.0000 sec   891 KBytes  7.30 Mbits/sec
[  1] 63.0000-64.0000 sec   872 KBytes  7.15 Mbits/sec
[  1] 64.0000-65.0000 sec  1.75 MBytes  14.6 Mbits/sec
[  1] 65.0000-66.0000 sec  1.45 MBytes  12.1 Mbits/sec
[  1] 66.0000-67.0000 sec  1.18 MBytes  9.87 Mbits/sec
[  1] 67.0000-68.0000 sec   684 KBytes  5.61 Mbits/sec
[  1] 68.0000-69.0000 sec  1001 KBytes  8.20 Mbits/sec
[  1] 69.0000-70.0000 sec  1.30 MBytes  10.9 Mbits/sec
[  1] 70.0000-71.0000 sec  1.47 MBytes  12.3 Mbits/sec
[  1] 71.0000-72.0000 sec  1.48 MBytes  12.4 Mbits/sec
[  1] 72.0000-73.0000 sec  1.18 MBytes  9.89 Mbits/sec
[  1] 73.0000-74.0000 sec  1.10 MBytes  9.26 Mbits/sec
[  1] 74.0000-75.0000 sec   696 KBytes  5.70 Mbits/sec
[  1] 75.0000-76.0000 sec   783 KBytes  6.42 Mbits/sec
[  1] 76.0000-77.0000 sec   782 KBytes  6.41 Mbits/sec
[  1] 77.0000-78.0000 sec   583 KBytes  4.77 Mbits/sec
[  1] 78.0000-79.0000 sec  1.17 MBytes  9.78 Mbits/sec
[  1] 79.0000-80.0000 sec   997 KBytes  8.17 Mbits/sec
[  1] 80.0000-81.0000 sec  1.41 MBytes  11.8 Mbits/sec
[  1] 81.0000-82.0000 sec  1.02 MBytes  8.56 Mbits/sec
[  1] 82.0000-83.0000 sec  1.21 MBytes  10.1 Mbits/sec
[  1] 83.0000-84.0000 sec  1.92 MBytes  16.1 Mbits/sec
[  1] 84.0000-85.0000 sec  1.58 MBytes  13.3 Mbits/sec
[  1] 85.0000-86.0000 sec  1.28 MBytes  10.8 Mbits/sec
[  1] 86.0000-87.0000 sec  1.39 MBytes  11.7 Mbits/sec
[  1] 87.0000-88.0000 sec  1.02 MBytes  8.53 Mbits/sec
[  1] 88.0000-89.0000 sec  1.37 MBytes  11.5 Mbits/sec
[  1] 89.0000-90.0000 sec  1.22 MBytes  10.2 Mbits/sec
[  1] 90.0000-91.0000 sec   747 KBytes  6.12 Mbits/sec
[  1] 91.0000-92.0000 sec  1.29 MBytes  10.9 Mbits/sec
[  1] 92.0000-93.0000 sec  1.20 MBytes  10.1 Mbits/sec
[  1] 93.0000-94.0000 sec   448 KBytes  3.67 Mbits/sec
[  1] 94.0000-95.0000 sec  1022 KBytes  8.38 Mbits/sec
[  1] 95.0000-96.0000 sec   573 KBytes  4.69 Mbits/sec
[  1] 96.0000-97.0000 sec  1.07 MBytes  8.98 Mbits/sec
[  1] 97.0000-98.0000 sec  1.03 MBytes  8.68 Mbits/sec
[  1] 98.0000-99.0000 sec  1.02 MBytes  8.60 Mbits/sec
[  1] 99.0000-100.0000 sec  1.28 MBytes  10.8 Mbits/sec
[  1] 100.0000-101.0000 sec  1.11 MBytes  9.31 Mbits/sec
[  1] 101.0000-102.0000 sec   581 KBytes  4.76 Mbits/sec
[  1] 102.0000-103.0000 sec   913 KBytes  7.48 Mbits/sec
[  1] 103.0000-104.0000 sec   933 KBytes  7.65 Mbits/sec
[  1] 104.0000-105.0000 sec   984 KBytes  8.06 Mbits/sec
[  1] 105.0000-106.0000 sec   735 KBytes  6.02 Mbits/sec
[  1] 106.0000-107.0000 sec  1.11 MBytes  9.30 Mbits/sec
[  1] 107.0000-108.0000 sec   560 KBytes  4.59 Mbits/sec
[  1] 108.0000-109.0000 sec   936 KBytes  7.67 Mbits/sec
[  1] 109.0000-110.0000 sec  1.14 MBytes  9.59 Mbits/sec
[  1] 110.0000-111.0000 sec   850 KBytes  6.96 Mbits/sec
[  1] 111.0000-112.0000 sec  1.10 MBytes  9.22 Mbits/sec
[  1] 112.0000-113.0000 sec   905 KBytes  7.41 Mbits/sec
[  1] 113.0000-114.0000 sec  1.00 MBytes  8.42 Mbits/sec
[  1] 114.0000-115.0000 sec  1.19 MBytes  9.95 Mbits/sec
[  1] 115.0000-116.0000 sec  1.06 MBytes  8.86 Mbits/sec
[  1] 116.0000-117.0000 sec   303 KBytes  2.48 Mbits/sec
[  1] 117.0000-118.0000 sec  1.25 MBytes  10.5 Mbits/sec
[  1] 118.0000-119.0000 sec  1.01 MBytes  8.50 Mbits/sec
[  1] 119.0000-120.0000 sec   865 KBytes  7.09 Mbits/sec
[  1] 120.0000-121.0000 sec   703 KBytes  5.76 Mbits/sec
[  1] 121.0000-122.0000 sec  1.00 MBytes  8.40 Mbits/sec
[  1] 122.0000-123.0000 sec  1.24 MBytes  10.4 Mbits/sec
[  1] 123.0000-124.0000 sec  1.17 MBytes  9.80 Mbits/sec
[  1] 124.0000-125.0000 sec   878 KBytes  7.19 Mbits/sec
[  1] 125.0000-126.0000 sec  1.23 MBytes  10.3 Mbits/sec
[  1] 126.0000-127.0000 sec  1.35 MBytes  11.4 Mbits/sec
[  1] 127.0000-128.0000 sec  1.29 MBytes  10.8 Mbits/sec
[  1] 128.0000-129.0000 sec   704 KBytes  5.77 Mbits/sec
[  1] 129.0000-130.0000 sec   313 KBytes  2.56 Mbits/sec
[  1] 130.0000-131.0000 sec  1.16 MBytes  9.70 Mbits/sec
[  1] 131.0000-132.0000 sec   930 KBytes  7.62 Mbits/sec
[  1] 132.0000-133.0000 sec   641 KBytes  5.25 Mbits/sec
[  1] 133.0000-134.0000 sec   414 KBytes  3.39 Mbits/sec
[  1] 0.0000-134.1616 sec   125 MBytes  7.81 Mbits/sec
