------------------------------------------------------------
Server listening on UDP port 28992
UDP buffer size:  208 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.10 port 28992 connected with 10.0.0.2 port 45413
[ ID] Interval       Transfer     Bandwidth        Jitter   Lost/Total Datagrams
[  1] 39.0000-40.0000 sec  67.5 KBytes   553 Kbits/sec   0.728 ms 15/62 (24%)
[  1] 40.0000-41.0000 sec  60.3 KBytes   494 Kbits/sec   1.252 ms 18/60 (30%)
[  1] 41.0000-42.0000 sec  74.6 KBytes   612 Kbits/sec   0.738 ms 9/61 (15%)
[  1] 42.0000-43.0000 sec  67.5 KBytes   553 Kbits/sec   0.481 ms 14/61 (23%)
[  1] 43.0000-44.0000 sec  67.5 KBytes   553 Kbits/sec   0.510 ms 14/61 (23%)
[  1] 44.0000-45.0000 sec  58.9 KBytes   482 Kbits/sec   0.606 ms 20/61 (33%)
[  1] 45.0000-46.0000 sec  64.6 KBytes   529 Kbits/sec   0.502 ms 16/61 (26%)
[  1] 46.0000-47.0000 sec  61.7 KBytes   506 Kbits/sec   0.589 ms 18/61 (30%)
[  1] 47.0000-48.0000 sec  68.9 KBytes   564 Kbits/sec   0.680 ms 13/61 (21%)
[  1] 48.0000-49.0000 sec  61.7 KBytes   506 Kbits/sec   0.887 ms 18/61 (30%)
[  1] 49.0000-50.0000 sec  57.4 KBytes   470 Kbits/sec   1.260 ms 21/61 (34%)
[  1] 50.0000-51.0000 sec  54.6 KBytes   447 Kbits/sec   0.771 ms 23/61 (38%)
[  1] 51.0000-52.0000 sec  51.7 KBytes   423 Kbits/sec   0.805 ms 25/61 (41%)
[  1] 52.0000-53.0000 sec  57.4 KBytes   470 Kbits/sec   0.858 ms 20/60 (33%)
[  1] 53.0000-54.0000 sec  67.5 KBytes   553 Kbits/sec   0.792 ms 15/62 (24%)
[  1] 54.0000-55.0000 sec  58.9 KBytes   482 Kbits/sec   0.730 ms 17/58 (29%)
[  1] 55.0000-56.0000 sec  58.9 KBytes   482 Kbits/sec   0.506 ms 22/63 (35%)
[  1] 56.0000-57.0000 sec  50.2 KBytes   412 Kbits/sec   0.730 ms 27/62 (44%)
[  1] 57.0000-58.0000 sec  67.5 KBytes   553 Kbits/sec   1.156 ms 14/61 (23%)
[  1] 58.0000-59.0000 sec  57.4 KBytes   470 Kbits/sec   0.746 ms 21/61 (34%)
[  1] 59.0000-60.0000 sec  67.5 KBytes   553 Kbits/sec   0.657 ms 14/61 (23%)
[  1] 60.0000-61.0000 sec  76.1 KBytes   623 Kbits/sec   1.049 ms 7/60 (12%)
[  1] 61.0000-62.0000 sec  56.0 KBytes   459 Kbits/sec   0.737 ms 22/61 (36%)
[  1] 62.0000-63.0000 sec  67.5 KBytes   553 Kbits/sec   0.753 ms 14/61 (23%)
[  1] 63.0000-64.0000 sec  66.0 KBytes   541 Kbits/sec   0.748 ms 14/60 (23%)
[  1] 64.0000-65.0000 sec  64.6 KBytes   529 Kbits/sec   0.751 ms 16/61 (26%)
[  1] 65.0000-66.0000 sec  71.8 KBytes   588 Kbits/sec   1.049 ms 12/62 (19%)
[  1] 66.0000-67.0000 sec  61.7 KBytes   506 Kbits/sec   0.594 ms 16/59 (27%)
[  1] 67.0000-68.0000 sec  68.9 KBytes   564 Kbits/sec   0.823 ms 15/63 (24%)
[  1] 68.0000-69.0000 sec  64.6 KBytes   529 Kbits/sec   0.794 ms 16/61 (26%)
[  1] 69.0000-70.0000 sec  66.0 KBytes   541 Kbits/sec   1.248 ms 15/61 (25%)
[  1] 70.0000-71.0000 sec  76.1 KBytes   623 Kbits/sec   0.943 ms 8/61 (13%)
[  1] 71.0000-72.0000 sec  63.2 KBytes   517 Kbits/sec   0.822 ms 17/61 (28%)
[  1] 72.0000-73.0000 sec  64.6 KBytes   529 Kbits/sec   0.832 ms 16/61 (26%)
[  1] 73.0000-74.0000 sec  47.4 KBytes   388 Kbits/sec   1.004 ms 27/60 (45%)
[  1] 74.0000-75.0000 sec  54.6 KBytes   447 Kbits/sec   1.022 ms 23/61 (38%)
[  1] 75.0000-76.0000 sec  77.5 KBytes   635 Kbits/sec   0.927 ms 8/62 (13%)
[  1] 76.0000-77.0000 sec  68.9 KBytes   564 Kbits/sec   0.784 ms 12/60 (20%)
[  1] 77.0000-78.0000 sec  66.0 KBytes   541 Kbits/sec   0.583 ms 15/61 (25%)
[  1] 78.0000-79.0000 sec  66.0 KBytes   541 Kbits/sec   0.860 ms 16/62 (26%)
[  1] 79.0000-80.0000 sec  67.5 KBytes   553 Kbits/sec   0.724 ms 14/61 (23%)
[  1] 80.0000-81.0000 sec  63.2 KBytes   517 Kbits/sec   0.868 ms 16/60 (27%)
[  1] 81.0000-82.0000 sec  68.9 KBytes   564 Kbits/sec   0.989 ms 14/62 (23%)
[  1] 82.0000-83.0000 sec  66.0 KBytes   541 Kbits/sec   0.910 ms 15/61 (25%)
[  1] 83.0000-84.0000 sec  66.0 KBytes   541 Kbits/sec   0.484 ms 14/60 (23%)
[  1] 84.0000-85.0000 sec  66.0 KBytes   541 Kbits/sec   0.701 ms 15/61 (25%)
[  1] 85.0000-86.0000 sec  56.0 KBytes   459 Kbits/sec   0.789 ms 21/60 (35%)
[  1] 86.0000-87.0000 sec  56.0 KBytes   459 Kbits/sec   0.868 ms 21/60 (35%)
[  1] 87.0000-88.0000 sec  64.6 KBytes   529 Kbits/sec   0.731 ms 18/63 (29%)
[  1] 88.0000-89.0000 sec  67.5 KBytes   553 Kbits/sec   0.638 ms 14/61 (23%)
[  1] 89.0000-90.0000 sec  57.4 KBytes   470 Kbits/sec   0.559 ms 21/61 (34%)
[  1] 90.0000-91.0000 sec  70.3 KBytes   576 Kbits/sec   0.511 ms 11/60 (18%)
[  1] 91.0000-92.0000 sec  60.3 KBytes   494 Kbits/sec   0.581 ms 19/61 (31%)
[  1] 92.0000-93.0000 sec  64.6 KBytes   529 Kbits/sec   0.606 ms 16/61 (26%)
[  1] 93.0000-94.0000 sec  61.7 KBytes   506 Kbits/sec   0.575 ms 18/61 (30%)
[  1] 94.0000-95.0000 sec  63.2 KBytes   517 Kbits/sec   0.977 ms 18/62 (29%)
[  1] 95.0000-96.0000 sec  61.7 KBytes   506 Kbits/sec   0.856 ms 18/61 (30%)
[  1] 96.0000-97.0000 sec  58.9 KBytes   482 Kbits/sec   0.614 ms 20/61 (33%)
[  1] 97.0000-98.0000 sec  73.2 KBytes   600 Kbits/sec   0.879 ms 10/61 (16%)
[  1] 98.0000-99.0000 sec  51.7 KBytes   423 Kbits/sec   0.559 ms 25/61 (41%)
[  1] 99.0000-100.0000 sec  66.0 KBytes   541 Kbits/sec   0.522 ms 15/61 (25%)
[  1] 100.0000-101.0000 sec  58.9 KBytes   482 Kbits/sec   0.895 ms 19/60 (32%)
[  1] 101.0000-102.0000 sec  76.1 KBytes   623 Kbits/sec   0.765 ms 6/59 (10%)
[  1] 102.0000-103.0000 sec  56.0 KBytes   459 Kbits/sec   0.752 ms 22/61 (36%)
[  1] 103.0000-104.0000 sec  64.6 KBytes   529 Kbits/sec   0.648 ms 18/63 (29%)
[  1] 104.0000-105.0000 sec  73.2 KBytes   600 Kbits/sec   0.644 ms 9/60 (15%)
[  1] 105.0000-106.0000 sec  67.5 KBytes   553 Kbits/sec   1.291 ms 15/62 (24%)
[  1] 106.0000-107.0000 sec  57.4 KBytes   470 Kbits/sec   1.314 ms 20/60 (33%)
[  1] 107.0000-108.0000 sec  68.9 KBytes   564 Kbits/sec   0.703 ms 14/62 (23%)
[  1] 108.0000-109.0000 sec  70.3 KBytes   576 Kbits/sec   0.880 ms 12/61 (20%)
[  1] 109.0000-110.0000 sec  73.2 KBytes   600 Kbits/sec   0.764 ms 10/61 (16%)
[  1] 110.0000-111.0000 sec  70.3 KBytes   576 Kbits/sec   0.608 ms 12/61 (20%)
[  1] 111.0000-112.0000 sec  71.8 KBytes   588 Kbits/sec   0.788 ms 11/61 (18%)
[  1] 112.0000-113.0000 sec  73.2 KBytes   600 Kbits/sec   0.647 ms 10/61 (16%)
[  1] 113.0000-114.0000 sec  70.3 KBytes   576 Kbits/sec   0.892 ms 11/60 (18%)
[  1] 114.0000-115.0000 sec  70.3 KBytes   576 Kbits/sec   0.743 ms 12/61 (20%)
[  1] 115.0000-116.0000 sec  74.6 KBytes   612 Kbits/sec   1.013 ms 10/62 (16%)
[  1] 116.0000-117.0000 sec  64.6 KBytes   529 Kbits/sec   0.737 ms 14/59 (24%)
[  1] 117.0000-118.0000 sec  70.3 KBytes   576 Kbits/sec   0.632 ms 14/63 (22%)
[  1] 118.0000-119.0000 sec  68.9 KBytes   564 Kbits/sec   0.849 ms 13/61 (21%)
[  1] 119.0000-120.0000 sec  74.6 KBytes   612 Kbits/sec   1.240 ms 9/61 (15%)
[  1] 120.0000-121.0000 sec  50.2 KBytes   412 Kbits/sec   0.828 ms 8/43 (19%)
[  1] 121.0000-122.0000 sec  1.44 KBytes  11.8 Kbits/sec   0.780 ms 1/2 (50%)
[  1] 122.0000-123.0000 sec  60.3 KBytes   494 Kbits/sec   0.911 ms 96/138 (70%)
[  1] 123.0000-124.0000 sec  73.2 KBytes   600 Kbits/sec   0.737 ms 10/61 (16%)
[  1] 124.0000-125.0000 sec  67.5 KBytes   553 Kbits/sec   0.929 ms 14/61 (23%)
[  1] 125.0000-126.0000 sec  70.3 KBytes   576 Kbits/sec   0.676 ms 11/60 (18%)
[  1] 126.0000-127.0000 sec  64.6 KBytes   529 Kbits/sec   0.955 ms 15/60 (25%)
[  1] 127.0000-128.0000 sec  68.9 KBytes   564 Kbits/sec   0.796 ms 14/62 (23%)
[  1] 128.0000-129.0000 sec  66.0 KBytes   541 Kbits/sec   0.875 ms 15/61 (25%)
[  1] 129.0000-130.0000 sec  63.2 KBytes   517 Kbits/sec   1.088 ms 16/60 (27%)
[  1] 130.0000-131.0000 sec  70.3 KBytes   576 Kbits/sec   0.752 ms 13/62 (21%)
[  1] 131.0000-132.0000 sec  74.6 KBytes   612 Kbits/sec   0.925 ms 9/61 (15%)
[  1] 132.0000-133.0000 sec  63.2 KBytes   517 Kbits/sec   0.885 ms 17/61 (28%)
[  1] 133.0000-134.0000 sec  57.4 KBytes   470 Kbits/sec   0.910 ms 21/61 (34%)
[  1] 134.0000-135.0000 sec  70.3 KBytes   576 Kbits/sec   0.925 ms 12/61 (20%)
[  1] 135.0000-136.0000 sec  70.3 KBytes   576 Kbits/sec   0.957 ms 12/61 (20%)
[  1] 136.0000-137.0000 sec  63.2 KBytes   517 Kbits/sec   0.813 ms 17/61 (28%)
[  1] 137.0000-138.0000 sec  66.0 KBytes   541 Kbits/sec   0.816 ms 14/60 (23%)
[  1] 138.0000-139.0000 sec  68.9 KBytes   564 Kbits/sec   0.780 ms 14/62 (23%)
[  1] 139.0000-140.0000 sec  74.6 KBytes   612 Kbits/sec   0.655 ms 9/61 (15%)
[  1] 140.0000-141.0000 sec  68.9 KBytes   564 Kbits/sec   1.195 ms 13/61 (21%)
[  1] 141.0000-142.0000 sec  67.5 KBytes   553 Kbits/sec   0.462 ms 12/59 (20%)
[  1] 142.0000-143.0000 sec  67.5 KBytes   553 Kbits/sec   0.963 ms 15/62 (24%)
[  1] 143.0000-144.0000 sec  64.6 KBytes   529 Kbits/sec   0.490 ms 17/62 (27%)
[  1] 144.0000-145.0000 sec  71.8 KBytes   588 Kbits/sec   1.159 ms 11/61 (18%)
[  1] 145.0000-146.0000 sec  73.2 KBytes   600 Kbits/sec   1.133 ms 7/58 (12%)
[  1] 146.0000-147.0000 sec  70.3 KBytes   576 Kbits/sec   0.657 ms 14/63 (22%)
[  1] 147.0000-148.0000 sec  71.8 KBytes   588 Kbits/sec   0.815 ms 11/61 (18%)
[  1] 148.0000-149.0000 sec  71.8 KBytes   588 Kbits/sec   0.689 ms 11/61 (18%)
[  1] 149.0000-150.0000 sec  66.0 KBytes   541 Kbits/sec   1.078 ms 15/61 (25%)
[  1] 150.0000-151.0000 sec  71.8 KBytes   588 Kbits/sec   1.072 ms 11/61 (18%)
[  1] 151.0000-152.0000 sec  74.6 KBytes   612 Kbits/sec   0.762 ms 9/61 (15%)
[  1] 152.0000-153.0000 sec  61.7 KBytes   506 Kbits/sec   0.617 ms 18/61 (30%)
[  1] 153.0000-154.0000 sec  70.3 KBytes   576 Kbits/sec   0.812 ms 12/61 (20%)
[  1] 154.0000-155.0000 sec  63.2 KBytes   517 Kbits/sec   0.914 ms 17/61 (28%)
[  1] 155.0000-156.0000 sec  68.9 KBytes   564 Kbits/sec   1.648 ms 13/61 (21%)
[  1] 156.0000-157.0000 sec  68.9 KBytes   564 Kbits/sec   1.105 ms 13/61 (21%)
[  1] 157.0000-158.0000 sec  64.6 KBytes   529 Kbits/sec   0.771 ms 12/57 (21%)
[  1] 158.0000-159.0000 sec  63.2 KBytes   517 Kbits/sec   0.840 ms 19/63 (30%)
[  1] 0.0000-159.0054 sec  10.0 MBytes   527 Kbits/sec   2.522 ms 2566/9697 (26%)
[  3] WARNING: ack of last datagram failed.
