------------------------------------------------------------
Server listening on TCP port 58364
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.7 port 58364 connected with 10.0.0.4 port 34194
[ ID] Interval       Transfer     Bandwidth
[  1] 33.0000-34.0000 sec  7.40 MBytes  62.0 Mbits/sec
[  1] 34.0000-35.0000 sec  7.61 MBytes  63.8 Mbits/sec
[  1] 35.0000-36.0000 sec  6.90 MBytes  57.9 Mbits/sec
[  1] 36.0000-37.0000 sec  7.48 MBytes  62.8 Mbits/sec
[  1] 37.0000-38.0000 sec  7.62 MBytes  64.0 Mbits/sec
[  1] 38.0000-39.0000 sec  7.66 MBytes  64.2 Mbits/sec
[  1] 39.0000-40.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 40.0000-41.0000 sec  7.66 MBytes  64.2 Mbits/sec
[  1] 41.0000-42.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 42.0000-43.0000 sec  7.61 MBytes  63.8 Mbits/sec
[  1] 43.0000-44.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 44.0000-45.0000 sec  7.59 MBytes  63.7 Mbits/sec
[  1] 45.0000-46.0000 sec  7.60 MBytes  63.8 Mbits/sec
[  1] 46.0000-47.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 47.0000-48.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 48.0000-49.0000 sec  7.29 MBytes  61.1 Mbits/sec
[  1] 49.0000-50.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 50.0000-51.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 51.0000-52.0000 sec  7.59 MBytes  63.7 Mbits/sec
[  1] 52.0000-53.0000 sec  7.50 MBytes  62.9 Mbits/sec
[  1] 53.0000-54.0000 sec  7.45 MBytes  62.5 Mbits/sec
[  1] 54.0000-55.0000 sec  7.20 MBytes  60.4 Mbits/sec
[  1] 55.0000-56.0000 sec  7.67 MBytes  64.3 Mbits/sec
[  1] 56.0000-57.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 57.0000-58.0000 sec  7.56 MBytes  63.4 Mbits/sec
[  1] 58.0000-59.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 59.0000-60.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 60.0000-61.0000 sec  7.66 MBytes  64.2 Mbits/sec
[  1] 61.0000-62.0000 sec  7.56 MBytes  63.4 Mbits/sec
[  1] 62.0000-63.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 63.0000-64.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 64.0000-65.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 65.0000-66.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 66.0000-67.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 67.0000-68.0000 sec  7.72 MBytes  64.8 Mbits/sec
[  1] 68.0000-69.0000 sec  7.55 MBytes  63.4 Mbits/sec
[  1] 69.0000-70.0000 sec  7.43 MBytes  62.3 Mbits/sec
[  1] 70.0000-71.0000 sec  7.71 MBytes  64.7 Mbits/sec
[  1] 71.0000-72.0000 sec  7.69 MBytes  64.5 Mbits/sec
[  1] 72.0000-73.0000 sec  7.23 MBytes  60.6 Mbits/sec
[  1] 73.0000-74.0000 sec  7.62 MBytes  63.9 Mbits/sec
[  1] 74.0000-75.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 75.0000-76.0000 sec  7.72 MBytes  64.7 Mbits/sec
[  1] 76.0000-77.0000 sec  7.62 MBytes  63.9 Mbits/sec
[  1] 77.0000-78.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 78.0000-79.0000 sec  7.71 MBytes  64.7 Mbits/sec
[  1] 79.0000-80.0000 sec  7.24 MBytes  60.7 Mbits/sec
[  1] 80.0000-81.0000 sec  7.66 MBytes  64.2 Mbits/sec
[  1] 81.0000-82.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 82.0000-83.0000 sec  7.69 MBytes  64.5 Mbits/sec
[  1] 83.0000-84.0000 sec  7.61 MBytes  63.8 Mbits/sec
[  1] 84.0000-85.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 85.0000-86.0000 sec  7.70 MBytes  64.6 Mbits/sec
[  1] 86.0000-87.0000 sec  7.72 MBytes  64.8 Mbits/sec
[  1] 87.0000-88.0000 sec  7.22 MBytes  60.5 Mbits/sec
[  1] 88.0000-89.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 89.0000-90.0000 sec  7.72 MBytes  64.7 Mbits/sec
[  1] 90.0000-91.0000 sec  7.69 MBytes  64.5 Mbits/sec
[  1] 91.0000-92.0000 sec  7.74 MBytes  64.9 Mbits/sec
[  1] 92.0000-93.0000 sec  7.61 MBytes  63.8 Mbits/sec
[  1] 93.0000-94.0000 sec  7.67 MBytes  64.3 Mbits/sec
[  1] 94.0000-95.0000 sec  7.72 MBytes  64.7 Mbits/sec
[  1] 95.0000-96.0000 sec  7.73 MBytes  64.8 Mbits/sec
[  1] 96.0000-97.0000 sec  7.70 MBytes  64.6 Mbits/sec
[  1] 97.0000-98.0000 sec  4.24 MBytes  35.6 Mbits/sec
[  1] 98.0000-99.0000 sec  0.000 Bytes  0.000 bits/sec
[  1] 99.0000-100.0000 sec  11.3 KBytes  92.7 Kbits/sec
[  1] 100.0000-101.0000 sec  7.70 MBytes  64.6 Mbits/sec
[  1] 101.0000-102.0000 sec  7.73 MBytes  64.8 Mbits/sec
[  1] 102.0000-103.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 103.0000-104.0000 sec  7.69 MBytes  64.5 Mbits/sec
[  1] 104.0000-105.0000 sec  7.58 MBytes  63.6 Mbits/sec
[  1] 105.0000-106.0000 sec  7.74 MBytes  64.9 Mbits/sec
[  1] 106.0000-107.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 107.0000-108.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 108.0000-109.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 109.0000-110.0000 sec  7.56 MBytes  63.4 Mbits/sec
[  1] 110.0000-111.0000 sec  7.66 MBytes  64.2 Mbits/sec
[  1] 111.0000-112.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 112.0000-113.0000 sec  7.60 MBytes  63.8 Mbits/sec
[  1] 113.0000-114.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 114.0000-115.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 115.0000-116.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 116.0000-117.0000 sec  7.53 MBytes  63.2 Mbits/sec
[  1] 117.0000-118.0000 sec  7.67 MBytes  64.4 Mbits/sec
[  1] 118.0000-119.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 119.0000-120.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 120.0000-121.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 121.0000-122.0000 sec  7.63 MBytes  64.0 Mbits/sec
[  1] 122.0000-123.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 123.0000-124.0000 sec  7.66 MBytes  64.3 Mbits/sec
[  1] 124.0000-125.0000 sec  7.60 MBytes  63.7 Mbits/sec
[  1] 125.0000-126.0000 sec  7.61 MBytes  63.8 Mbits/sec
[  1] 126.0000-127.0000 sec  7.60 MBytes  63.8 Mbits/sec
[  1] 127.0000-128.0000 sec  7.51 MBytes  63.0 Mbits/sec
[  1] 128.0000-129.0000 sec  7.68 MBytes  64.4 Mbits/sec
[  1] 129.0000-130.0000 sec  7.69 MBytes  64.5 Mbits/sec
[  1] 130.0000-131.0000 sec  7.57 MBytes  63.5 Mbits/sec
[  1] 131.0000-132.0000 sec  7.71 MBytes  64.7 Mbits/sec
[  1] 132.0000-133.0000 sec  7.36 MBytes  61.8 Mbits/sec
[  1] 133.0000-134.0000 sec  7.92 MBytes  66.5 Mbits/sec
[  1] 134.0000-135.0000 sec  10.0 MBytes  84.0 Mbits/sec
[  1] 135.0000-136.0000 sec  9.98 MBytes  83.8 Mbits/sec
[  1] 136.0000-137.0000 sec  9.87 MBytes  82.8 Mbits/sec
[  1] 137.0000-138.0000 sec  9.97 MBytes  83.6 Mbits/sec
[  1] 138.0000-139.0000 sec  9.88 MBytes  82.9 Mbits/sec
[  1] 139.0000-140.0000 sec  9.80 MBytes  82.2 Mbits/sec
[  1] 140.0000-141.0000 sec  10.0 MBytes  84.0 Mbits/sec
[  1] 141.0000-142.0000 sec  9.68 MBytes  81.2 Mbits/sec
[  1] 142.0000-143.0000 sec  9.87 MBytes  82.8 Mbits/sec
[  1] 143.0000-144.0000 sec  9.86 MBytes  82.7 Mbits/sec
[  1] 144.0000-145.0000 sec  9.96 MBytes  83.5 Mbits/sec
[  1] 145.0000-146.0000 sec  9.93 MBytes  83.3 Mbits/sec
[  1] 146.0000-147.0000 sec  9.95 MBytes  83.5 Mbits/sec
[  1] 147.0000-148.0000 sec  9.79 MBytes  82.1 Mbits/sec
[  1] 148.0000-149.0000 sec  9.94 MBytes  83.4 Mbits/sec
[  1] 149.0000-150.0000 sec  9.92 MBytes  83.2 Mbits/sec
[  1] 150.0000-151.0000 sec  9.99 MBytes  83.8 Mbits/sec
[  1] 151.0000-152.0000 sec  9.99 MBytes  83.8 Mbits/sec
[  1] 152.0000-153.0000 sec  9.85 MBytes  82.6 Mbits/sec
[  1] 153.0000-154.0000 sec  9.92 MBytes  83.2 Mbits/sec
[  1] 154.0000-155.0000 sec  10.0 MBytes  83.9 Mbits/sec
[  1] 155.0000-156.0000 sec  9.96 MBytes  83.5 Mbits/sec
[  1] 156.0000-157.0000 sec  9.99 MBytes  83.8 Mbits/sec
[  1] 157.0000-158.0000 sec  10.0 MBytes  84.0 Mbits/sec
[  1] 158.0000-159.0000 sec  9.90 MBytes  83.0 Mbits/sec
[  1] 159.0000-160.0000 sec  9.94 MBytes  83.4 Mbits/sec
[  1] 160.0000-161.0000 sec  10.0 MBytes  84.1 Mbits/sec
[  1] 161.0000-162.0000 sec  9.98 MBytes  83.7 Mbits/sec
[  1] 162.0000-163.0000 sec  9.94 MBytes  83.4 Mbits/sec
[  1] 163.0000-164.0000 sec  8.91 MBytes  74.7 Mbits/sec
[  1] 164.0000-165.0000 sec  9.09 MBytes  76.2 Mbits/sec
[  1] 165.0000-166.0000 sec  9.96 MBytes  83.5 Mbits/sec
[  1] 166.0000-167.0000 sec  8.08 MBytes  67.8 Mbits/sec
[  1] 167.0000-168.0000 sec  9.79 MBytes  82.1 Mbits/sec
[  1] 168.0000-169.0000 sec  9.85 MBytes  82.6 Mbits/sec
[  1] 169.0000-170.0000 sec  9.90 MBytes  83.0 Mbits/sec
[  1] 170.0000-171.0000 sec  9.80 MBytes  82.2 Mbits/sec
[  1] 171.0000-172.0000 sec  9.55 MBytes  80.1 Mbits/sec
[  1] 0.0000-172.0372 sec  1.31 GBytes  65.5 Mbits/sec
