Sno,id,delay,jitter,bandwidth
1,3,0.08642663184251569,0.010499581588712784,0.10828107023682752
2,3,0.10003712504606148,0.00699972136956351,0.1083694148685138
19,3,4.2652990682026296E-11,0.19945835054756544,0.10088956938574138
5,3,0.09391240310446587,0.005999761040876659,0.10828107023682752
22,3,0.14018807999652153,0.003999840849131213,0.10828107023682752
23,3,0.1354244073752805,0.015499382300895755,0.10088956938574138
8,3,0.1292996854336849,0.003499860684781755,0.10091901759630348
10,3,0.11568919223013911,0.0059997610408725945,0.1083694148685138
14,3,0.1292996854336849,0.00999960142436594,0.10828107023682752
16,4,3.349963150153203E-14,0.2662204188709251,0.10257045824105422
1,4,0.1224157373452018,0.004004150512717482,0.11230188678281164
2,4,0.13449623774110986,0.009509856710242603,0.10422239827129082
19,4,3.4351298054725464E-14,0.19966530466960072,0.10383193971868944
5,4,0.1079191368701121,0.0025025938956497466,0.11230188678281164
22,4,0.11919427057295963,0.007007263280736659,0.10383193971868944
23,4,0.17315383900801568,0.006006225536014653,0.10383193971868944
8,4,0.14899283821619955,0.006006225536018722,0.10257045824105422
10,4,9.317222216923204E-5,0.006005986276743775,0.10422239827129082
14,4,1.0413366007149463E-4,0.010009976817162487,0.10383193971868944
16,5,2.2900682267931032E-17,0.26629295202727604,0.0034660968526394175
1,5,0.13877282501383323,0.005001362164565498,0.14038469404950324
2,5,0.1298858953331444,0.00450122585494641,0.11778512084888569
19,5,2.3482890019440625E-17,0.19971970453428,0.10479114341029128
5,5,0.15107780457171008,0.0035009537015111116,0.14038469404950324
22,5,0.11689730579982996,0.007502043246848247,0.10479114341029128
23,5,0.11826452575070516,0.0050013621645642065,0.10479114341029128
8,5,0.1565466843752109,0.006001634783739782,0.0034660968526394175
10,5,6.369346050857552E-8,0.006007622639362014,0.11778512084888569
14,5,7.118680880370206E-8,0.010012704088108221,0.10479114341029128
16,6,1.5646747936844742E-20,0.26629788435454027,0.13261873504397056
1,6,0.1441644303889341,0.0075001387487447155,0.14244807811405186
2,6,0.15304659908588264,0.006500120528313583,0.13261873504397056
19,6,1.60445377418893E-20,0.1997234037795525,0.004295500318027643
5,6,0.1298163117246326,0.0025000462495815717,0.14244807811405186
22,6,0.126400092995037,0.005000092499161853,0.00837816053020707
23,6,0.12776658048687523,0.004000074278732462,0.004295500318027643
8,6,0.13323253045422817,0.005000092499121852,0.13261873504397056
10,6,4.351815854843061E-11,0.006007733913658656,0.13261873504397056
14,6,4.86379419070695E-11,0.010012889545263533,0.00837816053020707
16,7,1.0686081889054501E-23,0.2662981492216283,0.10106185592749545
1,7,0.12020072286361996,0.006000006019912552,0.10097483366349358
2,7,0.1290791853478646,0.007500007292064896,0.09688478725540607
19,7,1.0957755878339356E-23,0.1997236024298591,0.11372359533976632
5,7,0.15366569684269596,0.003500003589228318,0.10097483366349358
22,7,0.13181101995840142,0.001500001504940638,0.11325947659842306
23,7,0.13932356513737768,0.004500004282106587,0.11372359533976632
8,7,0.14000652379001188,0.006500006599176175,0.10106185592749545
10,7,2.9721102927357846E-14,0.006007739889113516,0.09688478725540607
14,7,3.321770327175289E-14,0.010012899504354657,0.11325947659842306
1,0,0.19605556128265697,0.023206752977902836,0.1154469503741577
17,0,0.0017094441603118017,0.10443037894488745,0.10424723385232515
2,0,0.19461137569894527,0.08702531756108085,0.09438348508510792
19,0,0.002593639415645492,0.16244726814369836,0.09519319580480486
21,0,0.11680219322958052,0.0754219451519681,0.11572051613969982
5,0,0.0025052198901121233,0.0580168783923238,0.1154469503741577
23,0,0.10905074815782183,0.17985232408896235,0.09519319580480486
9,0,0.0018862832113785398,0.06381856731220593,0.11572051613969982
10,0,0.0034778346709791823,0.13924051246417404,0.09438348508510792
13,0,0.09608255107959437,0.029008439195922876,0.10424723385232515
1,1,0.11496475521927567,0.021234946057165804,0.10690162471505582
17,1,0.11638407318494574,0.010192774044154407,0.10618242648634851
2,1,0.11212611928793553,0.01443976388843821,0.10690162471505582
19,1,0.12064202708195595,0.004246989053220486,0.10008362550691044
21,1,1.6577945128041065E-4,0.1281264730370516,0.10681532092761094
5,1,0.12348066301329609,0.011042172013010523,0.10690162471505582
23,1,1.5477768603015883E-4,0.3055323474700146,0.10008362550691044
9,1,0.11638407318494574,0.004246989053220486,0.10681532092761094
10,1,0.11922270911628588,0.017837354181738718,0.10690162471505582
13,1,0.11922270911628588,0.010192774044154407,0.10618242648634851
1,2,2.2805071092751536E-4,0.02124331341612532,0.11166282301451355
17,2,0.18646381481263077,0.0035013792383209843,0.11277748419551574
2,2,2.224198291762187E-4,0.01444545369275511,0.1123512902145443
19,2,0.18844747241702045,0.009003545947332043,0.07750173623203466
21,2,3.2884966918393654E-7,0.1281769596353802,0.1083516236238894
5,2,0.14679066272483698,0.003001182137725876,0.11166282301451355
23,2,3.070259338835643E-7,0.3056527385846491,0.07750173623203466
9,2,0.13885603230727822,0.008503349778427198,0.1083516236238894
10,2,2.3649703355446038E-4,0.017844382763065218,0.1123512902145443
13,2,2.3649703355446038E-4,0.010196790376430037,0.11277748419551574
1,3,4.827369647076491E-7,0.021235866629877646,0.10960633334226884
17,3,0.15240935368098055,0.009496669495244355,0.12490099390030308
2,3,4.7081753348029984E-7,0.014440389877906952,0.003596837546486871
19,3,0.1121902186818329,0.0024991235758800427,0.12491719587123322
21,3,6.961078547017783E-10,0.12813202754773528,0.11101590481318938
5,3,0.21591325104805575,0.011495968728346283,0.10960633334226884
23,3,6.499114464790764E-10,0.3055455928411546,0.12491719587123322
9,3,0.1693437263122006,0.004998247151760085,0.11101590481318938
10,3,5.006161115486732E-7,0.017838127462794715,0.003596837546486871
13,3,5.006161115486732E-7,0.010193215919053346,0.12490099390030308
1,4,9.142449014567577E-10,0.02123429612085703,0.11770255813218203
17,4,0.16666126112160945,0.012999038846770809,0.11770255813218203
2,4,8.916709532726403E-10,0.01443932193173081,0.0042944599435267815
19,4,0.16666126112160945,0.005999556319182397,0.11770255813218203
21,4,1.318343328877914E-12,0.12812255148025942,0.11821789332540525
5,4,0.16855513908890044,0.0069994825275884135,0.11770255813218203
23,4,1.2308529691769573E-12,0.30552299606570255,0.11770255813218203
9,4,0.1647673831543184,0.00399970436799721,0.11821789332540525
10,4,9.481058237329341E-10,0.017836808235254843,0.0042944599435267815
13,4,9.481058237329341E-10,0.010192462074728131,0.11770255813218203
1,5,2.4209978331745363E-12,0.0212349191378074,0.025106136647761654
17,5,4.4133311698718434E-4,0.012999420240224775,0.025106136647761654
2,5,2.361220108898622E-12,0.014439745583273772,0.025106136647761654
19,5,4.4133311698718434E-4,0.00599973234692828,0.025106136647761654
21,5,3.491084650849975E-15,0.12812631061222418,0.230291744341741
5,5,0.2595122896207111,0.007500219883311435,0.025106136647761654
23,5,3.2594027777302314E-15,0.30553196014928663,0.025106136647761654
9,5,0.20919868244934872,0.0015000440232297658,0.230291744341741
10,5,2.5106644195884086E-12,0.0178373315694783,0.025106136647761654
13,5,2.5106644195884086E-12,0.010192761122862451,0.025106136647761654
